,id,sentence,research-problem,approach,model,code,dataset,experimental-setup,hyperparameters,baselines,results,tasks,experiments,ablation-analysis
3427,3427,"As a result , we reported substantial improvements over the previous best results on benchmark datasets .
",0,0,0,0,0,0,0,0,0,0,0,0
3428,3428,"At a high level , our results indicate the following .
",0,0,0,0,0,0,0,0,0,0,0,0
3429,3429,"First , on this task , embeddings of text regions , which can convey higher - level concepts , are more useful than embeddings of single words in isolation .
",0,0,0,0,0,0,0,0,0,0,0,0
3430,3430,"Second , useful region embeddings can be learned by working with one - hot vectors directly , either on labeled data or unlabeled data .
",0,0,0,0,0,0,0,0,0,0,0,0
3431,3431,"Finally , a promising future direction might be to seek , under this framework , new region embedding methods with complementary benefits .
",0,0,0,0,0,0,0,0,0,0,0,0
3432,3432,"title
",0,0,0,0,0,0,0,0,0,0,0,0
3433,3433,"Character - level Convolutional Networks for Text Classification
",0,0,0,0,0,0,0,0,0,0,0,0
3434,3434,"*
",0,0,0,0,0,0,0,0,0,0,0,0
3435,3435,"abstract
",0,0,0,0,0,0,0,0,0,0,0,0
3436,3436,"This article offers an empirical exploration on the use of character - level convolutional networks ( ConvNets ) for text classification .
",0,0,0,0,0,0,0,0,0,0,0,0
3437,3437,"We constructed several largescale datasets to show that character - level convolutional networks could achieve state - of - the - art or competitive results .
",0,0,0,0,0,0,0,0,0,0,0,0
3438,3438,"Comparisons are offered against traditional models such as bag of words , n-grams and their TFIDF variants , and deep learning models such as word - based ConvNets and recurrent neural networks .
",0,0,0,0,0,0,0,0,0,0,0,0
3439,3439,"There are also related works that use character - level features for language processing .
",0,0,0,0,0,0,0,0,0,0,0,0
3440,3440,"These include using character - level n-grams with linear classifiers [ 15 ] , and incorporating character - level features to ConvNets [ 28 ] [ 29 ] .
",0,0,0,0,0,0,0,0,0,0,0,0
3441,3441,"In particular , these ConvNet approaches use words as a basis , in which character - level features extracted at word [ 28 ] or word n-gram [ 29 ] level form a distributed representation .
",0,0,0,0,0,0,0,0,0,0,0,0
3442,3442,"Improvements for part - of - speech tagging and information retrieval were observed .
",0,0,0,0,0,0,0,0,0,0,0,0
3443,3443,"Introduction
",0,0,0,0,0,0,0,0,0,0,0,0
3444,3444,"Text classification is a classic topic for natural language processing , in which one needs to assign predefined categories to free - text documents .
",1,0,0,0,0,0,0,0,0,0,0,0
3445,3445,"The range of text classification research goes from designing the best features to choosing the best possible machine learning classifiers .
",0,0,0,0,0,0,0,0,0,0,0,0
3446,3446,"To date , almost all techniques of text classification are based on words , in which simple statistics of some ordered word combinations ( such as n-grams ) usually perform the best .
",0,0,0,0,0,0,0,0,0,0,0,0
3447,3447,"On the other hand , many researchers have found convolutional networks ( ConvNets ) are useful in extracting information from raw signals , ranging from computer vision applications to speech recognition and others .
",0,0,0,0,0,0,0,0,0,0,0,0
3448,3448,"In particular , time - delay networks used in the early days of deep learning research are essentially convolutional networks that model sequential data .
",0,0,0,0,0,0,0,0,0,0,0,0
3449,3449,"In this article we explore treating text as a kind of raw signal at character level , and applying temporal ( one-dimensional ) ConvNets to it .
",0,0,1,0,0,0,0,0,0,0,0,0
3450,3450,"For this article we only used a classification task as away to exemplify ConvNets ' ability to understand texts .
",0,0,1,0,0,0,0,0,0,0,0,0
3451,3451,"Historically we know that ConvNets usually require large - scale datasets to work , therefore we also build several of them .
",0,0,0,0,0,0,0,0,0,0,0,0
3452,3452,"An extensive set of comparisons is offered with traditional models and other deep learning models .
",0,0,0,0,0,0,0,0,0,0,0,0
3453,3453,"Applying convolutional networks to text classification or natural language processing at large was explored in literature .
",0,0,0,0,0,0,0,0,0,0,0,0
3454,3454,"It has been shown that ConvNets can be directly applied to distributed or discrete embedding of words , without any knowledge on the syntactic or semantic structures of a language .
",0,0,0,0,0,0,0,0,0,0,0,0
3455,3455,"These approaches have been proven to be competitive to traditional models .
",0,0,0,0,0,0,0,0,0,0,0,0
3456,3456,"from previous research that ConvNets do not require the knowledge about the syntactic or semantic structure of a language .
",0,0,0,0,0,0,0,0,0,0,0,0
3457,3457,"This simplification of engineering could be crucial fora single system that can work for different languages , since characters always constitute a necessary construct regardless of whether segmentation into words is possible .
",0,0,0,0,0,0,0,0,0,0,0,0
3458,3458,"Working on only characters also has the advantage that abnormal character combinations such as misspellings and emoticons maybe naturally learnt .
",0,0,0,0,0,0,0,0,0,0,0,0
3459,3459,"Character - level Convolutional Networks
",0,0,0,0,0,0,0,0,0,0,0,0
3460,3460,"In this section , we introduce the design of character - level ConvNets for text classification .
",0,0,0,0,0,0,0,0,0,0,0,0
3461,3461,"The design is modular , where the gradients are obtained by back - propagation to perform optimization .
",0,0,0,0,0,0,0,0,0,0,0,0
3462,3462,"Key Modules
",0,0,0,0,0,0,0,0,0,0,0,0
3463,3463,"The main component is the temporal convolutional module , which simply computes a 1 - D convolution .
",0,0,0,0,0,0,0,0,0,0,0,0
3464,3464,"Suppose we have a discrete input function g ( x ) ?
",0,0,0,0,0,0,0,0,0,0,0,0
3465,3465,"[ 1 , l ] ?
",0,0,0,0,0,0,0,0,0,0,0,0
3466,3466,"Rand a discrete kernel function
",0,0,0,0,0,0,0,0,0,0,0,0
3467,3467,"where c = k ? d + 1 is an offset constant .
",0,0,0,0,0,0,0,0,0,0,0,0
3468,3468,"Just as in traditional convolutional networks in vision , the module is parameterized by a set of such kernel functions f ij ( x ) ( i = 1 , 2 , . . . , m and j = 1 , 2 , . . . , n) which we call weights , on a set of inputs g i ( x ) and outputs h j ( y ) .
",0,0,0,0,0,0,0,0,0,0,0,0
3469,3469,"We call each g i ( or h j ) input ( or output ) features , and m ( or n) input ( or output ) feature size .
",0,0,0,0,0,0,0,0,0,0,0,0
3470,3470,"The outputs h j ( y ) is obtained by a sum over i of the convolutions between g i ( x ) and f ij ( x ) .
",0,0,0,0,0,0,0,0,0,0,0,0
3471,3471,"One key module that helped us to train deeper models is temporal max - pooling .
",0,0,0,0,0,0,0,0,0,0,0,0
3472,3472,"It is the 1 - D version of the max - pooling module used in computer vision .
",0,0,0,0,0,0,0,0,0,0,0,0
3473,3473,"Given a discrete input function g ( x ) ?
",0,0,0,0,0,0,0,0,0,0,0,0
3474,3474,"[ 1 , l ] ?
",0,0,0,0,0,0,0,0,0,0,0,0
3475,3475,"R , the max - pooling function h ( y ) ?
",0,0,0,0,0,0,0,0,0,0,0,0
3476,3476,"[ 1 , ( l ? k) / d + 1 ] ?
",0,0,0,0,0,0,0,0,0,0,0,0
3477,3477,"R of g ( x ) is defined as
",0,0,0,0,0,0,0,0,0,0,0,0
3478,3478,"where c = k ? d + 1 is an offset constant .
",0,0,0,0,0,0,0,0,0,0,0,0
3479,3479,"This very pooling module enabled us to train ConvNets deeper than 6 layers , where all others fail .
",0,0,0,0,0,0,0,0,0,0,0,0
3480,3480,"The analysis by might shed some light on this .
",0,0,0,0,0,0,0,0,0,0,0,0
3481,3481,"The non-linearity used in our model is the rectifier or thresholding function h ( x ) = max {0 , x} , which makes our convolutional layers similar to rectified linear units ( ReLUs ) .
",0,0,0,0,0,0,0,0,0,0,0,0
3482,3482,"The algorithm used is stochastic gradient descent ( SGD ) with a minibatch of size 128 , using momentum 0.9 and initial step size 0.01 which is halved every 3 epoches for 10 times .
",0,0,0,0,0,0,0,0,0,0,0,0
3483,3483,"Each epoch takes a fixed number of random training samples uniformly sampled across classes .
",0,0,0,0,0,0,0,0,0,0,0,0
3484,3484,"This number will later be detailed for each dataset sparately .
",0,0,0,0,0,0,0,0,0,0,0,0
3485,3485,"The implementation is done using Torch 7 .
",0,0,0,0,0,0,0,0,0,0,0,0
3486,3486,"Character quantization
",0,0,0,0,0,0,0,0,0,0,0,0
3487,3487,"Our models accept a sequence of encoded characters as input .
",0,0,0,0,0,0,0,0,0,0,0,0
3488,3488,"The encoding is done by prescribing an alphabet of size m for the input language , and then quantize each character using 1 - of - m encoding ( or "" one - hot "" encoding ) .
",0,0,0,0,0,0,0,0,0,0,0,0
3489,3489,"Then , the sequence of characters is transformed to a sequence of such m sized vectors with fixed length l 0 .
",0,0,0,0,0,0,0,0,0,0,0,0
3490,3490,"Any character exceeding length l 0 is ignored , and any characters that are not in the alphabet including blank characters are quantized as all - zero vectors .
",0,0,0,0,0,0,0,0,0,0,0,0
3491,3491,"The character quantization order is backward so that the latest reading on characters is always placed near the begin of the output , making it easy for fully connected layers to associate weights with the latest reading .
",0,0,0,0,0,0,0,0,0,0,0,0
3492,3492,"Later we also compare with models that use a different alphabet in which we distinguish between upper-case and lower - case letters .
",0,0,0,0,0,0,0,0,0,0,0,0
3493,3493,"Model Design
",0,0,0,0,0,0,0,0,0,0,0,0
3494,3494,"We designed 2 ConvNets - one large and one small .
",0,0,0,0,0,0,0,0,0,0,0,0
3495,3495,"They are both 9 layers deep with 6 convolutional layers and 3 fully - connected layers .
",0,0,0,0,0,0,0,0,0,0,0,0
3496,3496,"gives an illustration .
",0,0,0,0,0,0,0,0,0,0,0,0
3497,3497,"Some Text
",0,0,0,0,0,0,0,0,0,0,0,0
3498,3498,"Convolutions
",0,0,0,0,0,0,0,0,0,0,0,0
3499,3499,"Max - pooling Length Feature Quantization ...
",0,0,0,0,0,0,0,0,0,0,0,0
3500,3500,"Conv. and Pool. layers
",0,0,0,0,0,0,0,0,0,0,0,0
3501,3501,"Fully - connected :
",0,0,0,0,0,0,0,0,0,0,0,0
3502,3502,"Illustration of our model
",0,0,0,0,0,0,0,0,0,0,0,0
3503,3503,"The input have number of features equal to 70 due to our character quantization method , and the input feature length is 1014 .
",0,0,0,0,0,0,0,0,0,0,0,0
3504,3504,"It seems that 1014 characters could already capture most of the texts of interest .
",0,0,0,0,0,0,0,0,0,0,0,0
3505,3505,"We also insert 2 dropout modules in between the 3 fully - connected layers to regularize .
",0,0,0,0,0,0,0,0,0,0,0,0
3506,3506,"They have dropout probability of 0.5 .
",0,0,0,0,0,0,0,0,0,0,0,0
3507,3507,"lists the configurations for convolutional layers , and table 2 lists the configurations for fully - connected ( linear ) layers .
",0,0,0,0,0,0,0,0,0,0,0,0
3508,3508,"We initialize the weights using a Gaussian distribution .
",0,0,0,0,0,0,0,0,0,0,0,0
3509,3509,"The mean and standard deviation used for initializing the large model is ( 0 , 0.02 ) and small model ( 0 , 0.05 ) . :
",0,0,0,0,0,0,0,0,0,0,0,0
3510,3510,"Fully - connected layers used in our experiments .
",0,0,0,0,0,0,0,0,0,0,0,0
3511,3511,"The number of output units for the last layer is determined by the problem .
",0,0,0,0,0,0,0,0,0,0,0,0
3512,3512,"For example , fora 10 - class classification problem it will be 10 .
",0,0,0,0,0,0,0,0,0,0,0,0
3513,3513,"Depends on the problem
",0,0,0,0,0,0,0,0,0,0,0,0
3514,3514,"For different problems the input lengths maybe different ( for example in our case l 0 = 1014 ) , and so are the frame lengths .
",0,0,0,0,0,0,0,0,0,0,0,0
3515,3515,"From our model design , it is easy to know that given input length l 0 , the output frame length after the last convolutional layer ( but before any of the fully - connected layers ) isl 6 = ( l 0 ? 96 ) / 27 .
",0,0,0,0,0,0,0,0,0,0,0,0
3516,3516,"This number multiplied with the frame size at layer 6 will give the input dimension the first fully - connected layer accepts .
",0,0,0,0,0,0,0,0,0,0,0,0
3517,3517,"Layer Output Units Large Output Units
",0,0,0,0,0,0,0,0,0,0,0,0
3518,3518,"Data Augmentation using Thesaurus
",0,0,0,0,0,0,0,0,0,0,0,0
3519,3519,"Many researchers have found that appropriate data augmentation techniques are useful for controlling generalization error for deep learning models .
",0,0,0,0,0,0,0,0,0,0,0,0
3520,3520,"These techniques usually work well when we could find appropriate invariance properties that the model should possess .
",0,0,0,0,0,0,0,0,0,0,0,0
3521,3521,"In terms of texts , it is not reasonable to augment the data using signal transformations as done in image or speech recognition , because the exact order of characters may form rigorous syntactic and semantic meaning .
",0,0,0,0,0,0,0,0,0,0,0,0
3522,3522,"Therefore , the best way to do data augmentation would have been using human rephrases of sentences , but this is unrealistic and expensive due the large volume of samples in our datasets .
",0,0,0,0,0,0,0,0,0,0,0,0
3523,3523,"As a result , the most natural choice in data augmentation for us is to replace words or phrases with their synonyms .
",0,0,0,0,0,0,0,0,0,0,0,0
3524,3524,"We experimented data augmentation by using an English thesaurus , which is obtained from the mytheas component used in LibreOffice 1 project .
",0,0,0,0,0,0,0,0,0,0,0,0
3525,3525,"That thesaurus in turn was obtained from Word - Net , where every synonym to a word or phrase is ranked by the semantic closeness to the most frequently seen meaning .
",0,0,0,0,0,0,0,0,0,0,0,0
3526,3526,"To decide on how many words to replace , we extract all replaceable words from the given text and randomly chooser of them to be replaced .
",0,0,0,0,0,0,0,0,0,0,0,0
3527,3527,"The probability of number r is determined by a geometric distribution with parameter pin which P [ r ] ? pr .
",0,0,0,0,0,0,0,0,0,0,0,0
3528,3528,"The index s of the synonym chosen given a word is also determined by a another geometric distribution in which P [ s ] ? q s .
",0,0,0,0,0,0,0,0,0,0,0,0
3529,3529,"This way , the probability of a synonym chosen becomes smaller when it moves distant from the most frequently seen meaning .
",0,0,0,0,0,0,0,0,0,0,0,0
3530,3530,"We will report the results using this new data augmentation technique with p = 0.5 and q = 0.5 .
",0,0,0,0,0,0,0,0,0,0,0,0
3531,3531,"Comparison Models
",0,0,0,0,0,0,0,0,0,0,0,0
3532,3532,"To offer fair comparisons to competitive models , we conducted a series of experiments with both traditional and deep learning methods .
",0,0,0,0,0,0,0,0,0,0,0,0
3533,3533,"We tried our best to choose models that can provide comparable and competitive results , and the results are reported faithfully without any model selection .
",0,0,0,0,0,0,0,0,0,0,0,0
3534,3534,"Traditional Methods
",0,0,0,0,0,0,0,0,0,0,0,0
3535,3535,"We refer to traditional methods as those that using a hand - crafted feature extractor and a linear classifier .
",0,0,0,0,0,0,0,0,0,0,0,0
3536,3536,"The classifier used is a multinomial logistic regression in all these models .
",0,0,0,0,0,0,0,0,0,0,0,0
3537,3537,"Bag - of - words and its TFIDF .
",0,0,0,0,0,0,0,0,0,0,0,0
3538,3538,"For each dataset , the bag - of - words model is constructed by selecting 50,000 most frequent words from the training subset .
",0,0,0,0,0,0,0,0,0,0,0,0
3539,3539,"For the normal bag - of - words , we use the counts of each word as the features .
",0,0,0,0,0,0,0,0,0,0,0,0
3540,3540,"For the TFIDF ( term-frequency inverse - document - frequency ) version , we use the counts as the term-frequency .
",0,0,0,0,0,0,0,0,0,0,0,0
3541,3541,"The inverse document frequency is the logarithm of the division between total number of samples and number of samples with the word in the training subset .
",0,0,0,0,0,0,0,0,0,0,0,0
3542,3542,"The features are normalized by dividing the largest feature value .
",0,0,0,0,0,0,0,0,0,0,0,0
3543,3543,"Bag - of - ngrams and its TFIDF .
",0,0,0,0,0,0,0,0,0,0,0,0
3544,3544,"The bag - of - ngrams models are constructed by selecting the 500,000 most frequent n-grams ( up to 5 - grams ) from the training subset for each dataset .
",0,0,0,0,0,0,0,0,0,0,0,0
3545,3545,"The feature values are computed the same way as in the bag - of - words model .
",0,0,0,0,0,0,0,0,0,0,0,0
3546,3546,"Bag - of - means on word embedding .
",0,0,0,0,0,0,0,0,0,0,0,0
3547,3547,"We also have an experimental model that uses k-means on word2vec learnt from the training subset of each dataset , and then use these learnt means as representatives of the clustered words .
",0,0,0,0,0,0,0,0,0,0,0,0
3548,3548,"We take into consideration all the words that appeared more than 5 times in the training subset .
",0,0,0,0,0,0,0,0,0,0,0,0
3549,3549,"The dimension of the embedding is 300 .
",0,0,0,0,0,0,0,0,0,0,0,0
3550,3550,"The bag - of - means features are computed the same way as in the bag - of - words model .
",0,0,0,0,0,0,0,0,0,0,0,0
3551,3551,"The number of means is 5000 .
",0,0,0,0,0,0,0,0,0,0,0,0
3552,3552,"Deep Learning Methods
",0,0,0,0,0,0,0,0,0,0,0,0
3553,3553,"Recently deep learning methods have started to be applied to text classification .
",0,0,0,0,0,0,0,0,0,0,0,0
3554,3554,"We choose two simple and representative models for comparison , in which one is word - based ConvNet and the other a simple long - short term memory ( LSTM ) recurrent neural network model .
",0,0,0,0,0,0,0,0,0,0,0,0
3555,3555,"Word - based ConvNets .
",0,0,0,0,0,0,0,0,0,0,0,0
3556,3556,"Among the large number of recent works on word - based ConvNets for text classification , one of the differences is the choice of using pretrained or end - to - end learned word representations .
",0,0,0,0,0,0,0,0,0,0,0,0
3557,3557,"We offer comparisons with both using the pretrained word2vec embedding and using lookup tables .
",0,0,0,0,0,0,0,0,0,0,0,0
3558,3558,"The embedding size is 300 in both cases , in the same way as our bagof - means model .
",0,0,0,0,0,0,0,0,0,0,0,0
3559,3559,"To ensure fair comparison , the models for each case are of the same size as our character - level ConvNets , in terms of both the number of layers and each layer 's output size .
",0,0,0,0,0,0,0,0,0,0,0,0
3560,3560,"Experiments using a thesaurus for data augmentation are also conducted .
",0,0,0,0,0,0,0,0,0,0,0,0
3561,3561,"LSTM LSTM LSTM ... : long - short term memory
",0,0,0,0,0,0,0,0,0,0,0,0
3562,3562,"Long - short term memory .
",0,0,0,0,0,0,0,0,0,0,0,0
3563,3563,"We also offer a comparison with a recurrent neural network model , namely long - short term memory ( LSTM ) .
",0,0,0,0,0,0,0,0,0,0,0,0
3564,3564,"The LSTM model used in our case is word - based , using pretrained word2vec embedding of size 300 as in previous models .
",0,0,0,0,0,0,0,0,0,0,0,0
3565,3565,"The model is formed by taking mean of the outputs of all LSTM cells to form a feature vector , and then using multinomial logistic regression on this feature vector .
",0,0,0,0,0,0,0,0,0,0,0,0
3566,3566,"The output dimension is 512 .
",0,0,0,0,0,0,0,0,0,0,0,0
3567,3567,"The variant of LSTM we used is the common "" vanilla "" architecture [ 8 ] .
",0,0,0,0,0,0,0,0,0,0,0,0
3568,3568,"We also used gradient clipping in which the gradient norm is limited to 5 . gives an illustration .
",0,0,0,0,0,0,0,0,0,0,0,0
3569,3569,"Mean
",0,0,0,0,0,0,0,0,0,0,0,0
3570,3570,"Choice of Alphabet
",0,0,0,0,0,0,0,0,0,0,0,0
3571,3571,"For the alphabet of English , one apparent choice is whether to distinguish between upper-case and lower - case letters .
",0,0,0,0,0,0,0,0,0,0,0,0
3572,3572,"We report experiments on this choice and observed that it usually ( but not always ) gives worse results when such distinction is made .
",0,0,0,0,0,0,0,0,0,0,0,0
3573,3573,"One possible explanation might be that semantics do not change with different letter cases , therefore there is a benefit of regularization .
",0,0,0,0,0,0,0,0,0,0,0,0
3574,3574,"Large - scale Datasets and Results
",0,0,0,0,0,0,0,0,0,0,0,0
3575,3575,"Previous research on ConvNets in different areas has shown that they usually work well with largescale datasets , especially when the model takes in low - level raw features like characters in our case .
",0,0,0,0,0,0,0,0,0,0,0,0
3576,3576,"However , most open datasets for text classification are quite small , and large - scale datasets are splitted with a significantly smaller training set than testing .
",0,0,0,0,0,0,0,0,0,0,0,0
3577,3577,"Therefore , instead of confusing our community more by using them , we built several large - scale datasets for our experiments , ranging from hundreds of thousands to several millions of samples .
",0,0,0,0,0,0,0,0,0,0,0,0
3578,3578,"is a summary .
",0,0,0,0,0,0,0,0,0,0,0,0
3579,3579,"Sogou news corpus .
",0,0,0,0,0,0,0,0,0,0,0,0
3580,3580,"This dataset is a combination of the Sogo u CA and Sogo uCS news corpora , containing in total 2,909,551 news articles in various topic channels .
",0,0,0,0,0,0,0,0,0,0,0,0
3581,3581,"We then labeled each piece of news using its URL , by manually classifying the their domain names .
",0,0,0,0,0,0,0,0,0,0,0,0
3582,3582,"This gives us a large corpus of news articles labeled with their categories .
",0,0,0,0,0,0,0,0,0,0,0,0
3583,3583,"There area large number categories but most of them contain only few articles .
",0,0,0,0,0,0,0,0,0,0,0,0
3584,3584,"We choose 5 categories - "" sports "" , "" finance "" , "" entertainment "" , "" automobile "" and "" technology "" .
",0,0,0,0,0,0,0,0,0,0,0,0
3585,3585,"The number of training samples selected for each class is 90,000 and testing 12,000 .
",0,0,0,0,0,0,0,0,0,0,0,0
3586,3586,"Although this is a dataset in Chinese , we used pypinyin package combined with jieba Chinese segmentation system to produce Pinyin - a phonetic romanization of Chinese .
",0,0,0,0,0,0,0,0,0,0,0,0
3587,3587,"The models for English can then be applied to this dataset without change .
",0,0,0,0,0,0,0,0,0,0,0,0
3588,3588,"The fields used are title and content . :
",0,0,0,0,0,0,0,0,0,0,0,0
3589,3589,"Testing errors of all the models .
",0,0,0,0,0,0,0,0,0,0,0,0
3590,3590,"Numbers are in percentage .
",0,0,0,0,0,0,0,0,0,0,0,0
3591,3591,""" Lg "" stands for "" large "" and "" Sm "" stands for "" small "" .
",0,0,0,0,0,0,0,0,0,0,0,0
3592,3592,""" w2 v "" is an abbreviation for "" word2vec "" , and "" Lk "" for "" lookup DBPedia ontology dataset .
",0,0,0,0,0,0,0,0,0,0,0,0
3593,3593,"DBpedia is a crowd - sourced community effort to extract structured information from Wikipedia .
",0,0,0,0,0,0,0,0,0,0,0,0
3594,3594,"The DBpedia ontology dataset is constructed by picking 14 nonoverlapping classes from DBpedia 2014 .
",0,0,0,0,0,0,0,0,0,0,0,0
3595,3595,"From each of these 14 ontology classes , we randomly choose 40,000 training samples and 5,000 testing samples .
",0,0,0,0,0,0,0,0,0,0,0,0
3596,3596,"The fields we used for this dataset contain title and abstract of each Wikipedia article .
",0,0,0,0,0,0,0,0,0,0,0,0
3597,3597,"Yelp reviews .
",0,0,0,0,0,0,0,0,0,0,0,0
3598,3598,"The Yelp reviews dataset is obtained from the Yelp Dataset Challenge in 2015 .
",0,0,0,0,0,0,0,0,0,0,0,0
3599,3599,"This dataset contains 1,569,264 samples that have review texts .
",0,0,0,0,0,0,0,0,0,0,0,0
3600,3600,"Two classification tasks are constructed from this dataset - one predicting full number of stars the user has given , and the other predicting a polarity label by considering stars 1 and 2 negative , and 3 and 4 positive .
",0,0,0,0,0,0,0,0,0,0,0,0
3601,3601,"The full dataset has 130,000 training samples and 10,000 testing samples in each star , and the polarity dataset has 280,000 training samples and 19,000 test samples in each polarity .
",0,0,0,0,0,0,0,0,0,0,0,0
3602,3602,"Yahoo!
",0,0,0,0,0,0,0,0,0,0,0,0
3603,3603,"Answers dataset .
",0,0,0,0,0,0,0,0,0,0,0,0
3604,3604,"We obtained Yahoo!
",0,0,0,0,0,0,0,0,0,0,0,0
3605,3605,"Answers Comprehensive Questions and Answers version 1.0 dataset through the Yahoo !
",0,0,0,0,0,0,0,0,0,0,0,0
3606,3606,"Webscope program .
",0,0,0,0,0,0,0,0,0,0,0,0
3607,3607,"The corpus contains 4,483,032 questions and their answers .
",0,0,0,0,0,0,0,0,0,0,0,0
3608,3608,"We constructed a topic classification dataset from this corpus using 10 largest main categories .
",0,0,0,0,0,0,0,0,0,0,0,0
3609,3609,"Each class contains 140,000 training samples and 5,000 testing samples .
",0,0,0,0,0,0,0,0,0,0,0,0
3610,3610,"The fields we used include question title , question content and best answer .
",0,0,0,0,0,0,0,0,0,0,0,0
3611,3611,"Amazon reviews .
",0,0,0,0,0,0,0,0,0,0,0,0
3612,3612,"We obtained an Amazon review dataset from the Stanford Network Analysis Project ( SNAP ) , which spans 18 years with 34,686,770 reviews from 6,643,669 users on 2,441,053 products .
",0,0,0,0,0,0,0,0,0,0,0,0
3613,3613,"Similarly to the Yelp review dataset , we also constructed 2 datasets - one full score prediction and another polarity prediction .
",0,0,0,0,0,0,0,0,0,0,0,0
3614,3614,"The full dataset contains 600,000 training samples and 130,000 testing samples in each class , whereas the polarity dataset contains 1,800,000 training samples and 200,000 testing samples in each polarity sentiment .
",0,0,0,0,0,0,0,0,0,0,0,0
3615,3615,"The fields used are review title and review content .
",0,0,0,0,0,0,0,0,0,0,0,0
3616,3616,"lists all the testing errors we obtained from these datasets for all the applicable models .
",0,0,0,0,0,0,0,0,0,0,0,0
3617,3617,"Note that since we do not have a Chinese thesaurus , the Sogou News dataset does not have any results using thesaurus augmentation .
",0,0,0,0,0,0,0,0,0,0,0,0
3618,3618,"We labeled the best result in blue and worse result in red .
",0,0,0,0,0,0,0,0,0,0,0,0
3619,3619,"Figure 3 : Relative errors with comparison models
",0,0,0,0,0,0,0,0,0,0,0,0
3620,3620,"To understand the results in table 4 further , we offer some empirical analysis in this section .
",0,0,0,0,0,0,0,0,0,0,0,0
3621,3621,"To facilitate our analysis , we present the relative errors in with respect to comparison models .
",0,0,0,0,0,0,0,0,0,0,0,0
3622,3622,"Each of these plots is computed by taking the difference between errors on comparison model and our character - level ConvNet model , then divided by the comparison model error .
",0,0,0,0,0,0,0,0,0,0,0,0
3623,3623,"All ConvNets in the figure are the large models with thesaurus augmentation respectively .
",0,0,0,0,0,0,0,0,0,0,0,0
3624,3624,"Character - level
",0,0,0,0,0,0,0,0,0,0,0,0
3625,3625,"ConvNet is an effective method .
",0,0,0,0,0,0,0,0,0,0,0,0
3626,3626,"The most important conclusion from our experiments is that character - level ConvNets could work for text classification without the need for words .
",0,0,0,0,0,0,0,0,1,0,0,0
3627,3627,"This is a strong indication that language could also bethought of as a signal no different from any other kind .
",0,0,0,0,0,0,0,0,0,0,0,0
3628,3628,"shows 12 random first - layer patches learnt by one of our character - level ConvNets for DBPedia dataset .
",0,0,0,0,0,0,0,0,0,0,0,0
3629,3629,"Dataset size forms a dichotomy between traditional and ConvNets models .
",0,0,0,0,0,0,0,0,0,0,0,0
3630,3630,"The most obvious trend coming from all the plots in is that the larger datasets tend to perform better .
",0,0,0,0,0,0,0,0,1,0,0,0
3631,3631,"Traditional methods like n-grams TFIDF remain strong candidates for dataset of size up to several hundreds of thousands , and only until the dataset goes to the scale of several millions do we observe that character - level ConvNets start to do better .
",0,0,0,0,0,0,0,0,0,0,0,0
3632,3632,"Conv Nets may work well for user - generated data .
",0,0,0,0,0,0,0,0,0,0,0,0
3633,3633,"User- generated data vary in the degree of how well the texts are curated .
",0,0,0,0,0,0,0,0,0,0,0,0
3634,3634,"For example , in our million scale datasets , Amazon reviews tend to be raw user-inputs , whereas users might be extra careful in their writings on Yahoo !
",0,0,0,0,0,0,0,0,0,0,0,0
3635,3635,"Answers .
",0,0,0,0,0,0,0,0,0,0,0,0
3636,3636,"Plots comparing word - based deep models ( figures 3 c , 3 d and 3 e ) show that character - level ConvNets work better for less curated user - generated texts .
",0,0,0,0,0,0,0,0,0,0,0,0
3637,3637,"This property suggests that ConvNets may have better applicability to real - world scenarios .
",0,0,0,0,0,0,0,0,0,0,0,0
3638,3638,"However , further analysis is needed to validate the hypothesis that ConvNets are truly good at identifying exotic character combinations such as misspellings and emoticons , as our experiments alone do not show any explicit evidence .
",0,0,0,0,0,0,0,0,1,0,0,0
3639,3639,"Choice of alphabet makes a difference .
",0,0,0,0,0,0,0,0,0,0,0,0
3640,3640,"shows that changing the alphabet by distinguishing between uppercase and lowercase letters could make a difference .
",0,0,0,0,0,0,0,0,0,0,0,0
3641,3641,"For million - scale datasets , it seems that not making such distinction usually works better .
",0,0,0,0,0,0,0,0,0,0,0,0
3642,3642,"One possible explanation is that there is a regularization effect , but this is to be validated .
",0,0,0,0,0,0,0,0,0,0,0,0
3643,3643,"Semantics of tasks may not matter .
",0,0,0,0,0,0,0,0,0,0,0,0
3644,3644,"Our datasets consist of two kinds of tasks : sentiment analysis ( Yelp and Amazon reviews ) and topic classification ( all others ) .
",0,0,0,0,0,0,0,0,0,0,0,0
3645,3645,"This dichotomy in task semantics does not seem to play a role in deciding which method is better .
",0,0,0,0,0,0,0,0,0,0,0,0
3646,3646,"Bag - of - means is a misuse of word2vec .
",0,0,0,0,0,0,0,0,0,0,0,0
3647,3647,"One of the most obvious facts one could observe from table 4 and figure 3 a is that the bag - of - means model performs worse in every case .
",0,0,0,0,0,0,0,0,0,0,0,0
3648,3648,"Comparing with traditional models , this suggests such a simple use of a distributed word representation may not give us an advantage to text classification .
",0,0,0,0,0,0,0,0,1,0,0,0
3649,3649,"However , our experiments does not speak for any other language processing tasks or use of word2vec in any other way .
",0,0,0,0,0,0,0,0,0,0,0,0
